transaction_id,date,sku,channel,units_sold,units_returned,return_rate,return_reason,revenue_usd,refund_usd
TXN-000258,2026-02-17,WC-HOME-M,retail_partner,568,16,0.0282,wrong_size,62175.67,1438.57
TXN-000259,2026-02-17,WC-HOME-M,own_store,482,24,0.0498,changed_mind,49517.1,2326.08
TXN-000260,2026-02-17,WC-HOME-M,wholesale,405,16,0.0395,gift_duplicate,41909.27,1731.55
TXN-000261,2026-02-17,WC-AWAY-M,nike.com,762,23,0.0302,gift_duplicate,82395.21,2200.14
TXN-000262,2026-02-17,WC-AWAY-M,retail_partner,483,14,0.029,wrong_size,47336.27,1356.42
TXN-000263,2026-02-17,WC-AWAY-M,own_store,204,6,0.0294,changed_mind,20224.0,601.74
TXN-000264,2026-02-17,WC-AWAY-M,wholesale,715,22,0.0308,wrong_size,75550.28,2399.05
TXN-000265,2026-02-17,WC-HOME-W,nike.com,750,39,0.052,gift_duplicate,70127.33,3811.9
TXN-000266,2026-02-17,WC-HOME-W,retail_partner,586,24,0.041,wrong_size,61333.35,2619.53
TXN-000267,2026-02-17,WC-HOME-W,own_store,669,31,0.0463,gift_duplicate,71559.26,3056.7
TXN-000268,2026-02-17,WC-HOME-W,wholesale,464,10,0.0216,gift_duplicate,48882.6,928.48
TXN-000269,2026-02-17,WC-AWAY-W,nike.com,435,22,0.0506,changed_mind,47423.62,2185.99
TXN-000270,2026-02-17,WC-AWAY-W,retail_partner,209,10,0.0478,changed_mind,19533.49,900.46
TXN-000271,2026-02-17,WC-AWAY-W,own_store,550,12,0.0218,wrong_size,54166.32,1149.33
TXN-000272,2026-02-17,WC-AWAY-W,wholesale,787,24,0.0305,gift_duplicate,81083.32,2592.44
TXN-000273,2026-02-18,WC-HOME-M,nike.com,710,35,0.0493,wrong_size,73967.4,3752.01
TXN-000274,2026-02-18,WC-HOME-M,retail_partner,411,11,0.0268,wrong_size,43730.14,1054.16
TXN-000275,2026-02-18,WC-HOME-M,own_store,309,7,0.0227,wrong_size,31786.17,718.17
TXN-000276,2026-02-18,WC-HOME-M,wholesale,206,10,0.0485,gift_duplicate,22469.62,1066.56
TXN-000277,2026-02-18,WC-AWAY-M,nike.com,580,25,0.0431,changed_mind,62500.03,2684.54
TXN-000278,2026-02-18,WC-AWAY-M,retail_partner,788,43,0.0546,changed_mind,72514.27,4506.99
TXN-000279,2026-02-18,WC-AWAY-M,own_store,723,22,0.0304,wrong_size,75556.19,1998.07
TXN-000280,2026-02-18,WC-AWAY-M,wholesale,738,38,0.0515,changed_mind,80200.23,3371.22
TXN-000281,2026-02-18,WC-HOME-W,nike.com,555,19,0.0342,gift_duplicate,58313.79,1863.11
TXN-000282,2026-02-18,WC-HOME-W,retail_partner,323,15,0.0464,changed_mind,30667.02,1322.78
TXN-000283,2026-02-18,WC-HOME-W,own_store,415,14,0.0337,wrong_size,39491.23,1420.74
TXN-000284,2026-02-18,WC-HOME-W,wholesale,465,12,0.0258,changed_mind,43345.93,1180.44
TXN-000285,2026-02-18,WC-AWAY-W,nike.com,551,19,0.0345,changed_mind,53627.04,1847.18
TXN-000286,2026-02-18,WC-AWAY-W,retail_partner,581,20,0.0344,changed_mind,54702.22,1839.15
TXN-000287,2026-02-18,WC-AWAY-W,own_store,334,19,0.0569,gift_duplicate,31071.51,1713.75
TXN-000288,2026-02-18,WC-AWAY-W,wholesale,476,24,0.0504,gift_duplicate,46414.19,2313.11
TXN-000289,2026-02-19,WC-HOME-M,nike.com,349,18,0.0516,gift_duplicate,31860.23,1903.04
TXN-000290,2026-02-19,WC-HOME-M,retail_partner,380,14,0.0368,wrong_size,41762.9,1493.61
TXN-000291,2026-02-19,WC-HOME-M,own_store,729,30,0.0412,changed_mind,76747.17,2838.02
TXN-000292,2026-02-19,WC-HOME-M,wholesale,775,42,0.0542,wrong_size,74992.75,4334.06
TXN-000293,2026-02-19,WC-AWAY-M,nike.com,261,7,0.0268,changed_mind,25704.29,713.0
TXN-000294,2026-02-19,WC-AWAY-M,retail_partner,660,32,0.0485,changed_mind,63321.17,3210.49
TXN-000295,2026-02-19,WC-AWAY-M,own_store,463,15,0.0324,changed_mind,41978.93,1606.23
TXN-000296,2026-02-19,WC-AWAY-M,wholesale,403,17,0.0422,gift_duplicate,41219.2,1561.28
TXN-000297,2026-02-19,WC-HOME-W,nike.com,491,16,0.0326,gift_duplicate,48721.82,1680.71
TXN-000298,2026-02-19,WC-HOME-W,retail_partner,657,36,0.0548,changed_mind,66685.9,3535.29
TXN-000299,2026-02-19,WC-HOME-W,own_store,348,19,0.0546,gift_duplicate,36807.88,1813.03
TXN-000300,2026-02-19,WC-HOME-W,wholesale,785,28,0.0357,wrong_size,70446.26,2675.67
TXN-000301,2026-02-19,WC-AWAY-W,nike.com,521,17,0.0326,changed_mind,53990.99,1722.41
TXN-000302,2026-02-19,WC-AWAY-W,retail_partner,604,18,0.0298,changed_mind,63529.58,1955.75
TXN-000303,2026-02-19,WC-AWAY-W,own_store,733,42,0.0573,changed_mind,67202.17,4485.29
TXN-000304,2026-02-19,WC-AWAY-W,wholesale,328,16,0.0488,gift_duplicate,30679.88,1669.84
TXN-000305,2026-02-20,WC-HOME-M,nike.com,281,7,0.0249,changed_mind,25364.8,625.82
TXN-000306,2026-02-20,WC-HOME-M,retail_partner,684,28,0.0409,wrong_size,71793.01,2786.77
TXN-000307,2026-02-20,WC-HOME-M,own_store,285,6,0.0211,gift_duplicate,26053.57,614.44
TXN-000308,2026-02-20,WC-HOME-M,wholesale,599,19,0.0317,wrong_size,62432.0,1857.24
TXN-000309,2026-02-20,WC-AWAY-M,nike.com,329,8,0.0243,wrong_size,29158.8,820.78
TXN-000310,2026-02-20,WC-AWAY-M,retail_partner,533,29,0.0544,changed_mind,58336.63,2896.89
TXN-000311,2026-02-20,WC-AWAY-M,own_store,478,20,0.0418,wrong_size,52259.71,2066.95
TXN-000312,2026-02-20,WC-AWAY-M,wholesale,381,16,0.042,changed_mind,38817.44,1631.82
TXN-000313,2026-02-20,WC-HOME-W,nike.com,777,29,0.0373,gift_duplicate,79308.1,2749.56
TXN-000314,2026-02-20,WC-HOME-W,retail_partner,555,21,0.0378,wrong_size,58665.48,2052.14
TXN-000315,2026-02-20,WC-HOME-W,own_store,574,20,0.0348,wrong_size,54345.52,1760.04
TXN-000316,2026-02-20,WC-HOME-W,wholesale,339,11,0.0324,changed_mind,33822.77,1134.44
TXN-000317,2026-02-20,WC-AWAY-W,nike.com,703,40,0.0569,changed_mind,66497.78,4193.96
TXN-000318,2026-02-20,WC-AWAY-W,retail_partner,499,21,0.0421,wrong_size,49930.27,1935.12
TXN-000319,2026-02-20,WC-AWAY-W,own_store,774,29,0.0375,wrong_size,70892.15,3022.28
TXN-000320,2026-02-20,WC-AWAY-W,wholesale,599,31,0.0518,wrong_size,56177.55,3015.97
TXN-000321,2026-02-21,WC-HOME-M,nike.com,445,18,0.0404,gift_duplicate,47066.16,1855.12
TXN-000322,2026-02-21,WC-HOME-M,retail_partner,491,22,0.0448,gift_duplicate,51944.75,2135.85
TXN-000323,2026-02-21,WC-HOME-M,own_store,270,7,0.0259,changed_mind,24415.52,686.12
TXN-000324,2026-02-21,WC-HOME-M,wholesale,663,20,0.0302,gift_duplicate,65520.25,1901.08
TXN-000325,2026-02-21,WC-AWAY-M,nike.com,355,7,0.0197,gift_duplicate,31412.84,765.74
TXN-000326,2026-02-21,WC-AWAY-M,retail_partner,488,15,0.0307,gift_duplicate,47650.84,1322.71
TXN-000327,2026-02-21,WC-AWAY-M,own_store,292,7,0.024,changed_mind,27091.22,680.72
TXN-000328,2026-02-21,WC-AWAY-M,wholesale,710,42,0.0592,changed_mind,73366.12,3725.33
TXN-000329,2026-02-21,WC-HOME-W,nike.com,282,15,0.0532,wrong_size,25163.66,1575.97
TXN-000330,2026-02-21,WC-HOME-W,retail_partner,273,11,0.0403,wrong_size,25178.31,1171.65
TXN-000331,2026-02-21,WC-HOME-W,own_store,590,31,0.0525,wrong_size,64570.29,3215.41
TXN-000332,2026-02-21,WC-HOME-W,wholesale,594,30,0.0505,changed_mind,55501.92,3296.39
TXN-000333,2026-02-21,WC-AWAY-W,nike.com,403,15,0.0372,wrong_size,40084.42,1644.1
TXN-000334,2026-02-21,WC-AWAY-W,retail_partner,684,24,0.0351,changed_mind,74280.17,2195.75
TXN-000335,2026-02-21,WC-AWAY-W,own_store,243,12,0.0494,gift_duplicate,24168.87,1122.87
TXN-000336,2026-02-21,WC-AWAY-W,wholesale,505,14,0.0277,wrong_size,54035.24,1299.08
TXN-000337,2026-02-22,WC-HOME-M,nike.com,315,9,0.0286,changed_mind,29968.88,825.14
TXN-000338,2026-02-22,WC-HOME-M,retail_partner,482,20,0.0415,changed_mind,50784.08,1763.93
TXN-000339,2026-02-22,WC-HOME-M,own_store,243,10,0.0412,gift_duplicate,23924.8,1011.17
TXN-000340,2026-02-22,WC-HOME-M,wholesale,580,29,0.05,wrong_size,53052.23,2610.31
TXN-000341,2026-02-22,WC-AWAY-M,nike.com,546,31,0.0568,gift_duplicate,48769.35,2970.46
TXN-000342,2026-02-22,WC-AWAY-M,retail_partner,357,17,0.0476,wrong_size,32404.25,1583.02
TXN-000343,2026-02-22,WC-AWAY-M,own_store,771,39,0.0506,changed_mind,81511.32,3808.42
TXN-000344,2026-02-22,WC-AWAY-M,wholesale,397,8,0.0202,changed_mind,38064.23,727.71
TXN-000345,2026-02-22,WC-HOME-W,nike.com,240,9,0.0375,changed_mind,24071.65,899.46
TXN-000346,2026-02-22,WC-HOME-W,retail_partner,701,19,0.0271,wrong_size,70071.72,1807.3
TXN-000347,2026-02-22,WC-HOME-W,own_store,679,21,0.0309,gift_duplicate,73412.41,2104.19
TXN-000348,2026-02-22,WC-HOME-W,wholesale,270,11,0.0407,changed_mind,25516.3,1031.73
TXN-000349,2026-02-22,WC-AWAY-W,nike.com,575,21,0.0365,gift_duplicate,57000.37,2186.95
TXN-000350,2026-02-22,WC-AWAY-W,retail_partner,219,9,0.0411,changed_mind,23010.85,839.28
TXN-000351,2026-02-22,WC-AWAY-W,own_store,264,12,0.0455,gift_duplicate,27989.04,1106.13
TXN-000352,2026-02-22,WC-AWAY-W,wholesale,709,35,0.0494,wrong_size,71954.19,3328.4
TXN-000353,2026-02-23,WC-HOME-M,nike.com,529,12,0.0227,gift_duplicate,54220.17,1067.56
TXN-000354,2026-02-23,WC-HOME-M,retail_partner,332,9,0.0271,wrong_size,30691.99,888.1
TXN-000355,2026-02-23,WC-HOME-M,own_store,301,6,0.0199,gift_duplicate,32025.98,614.85
TXN-000356,2026-02-23,WC-HOME-M,wholesale,738,33,0.0447,gift_duplicate,69099.42,3169.97
TXN-000357,2026-02-23,WC-AWAY-M,nike.com,272,5,0.0184,wrong_size,27860.0,542.12
TXN-000358,2026-02-23,WC-AWAY-M,retail_partner,281,10,0.0356,gift_duplicate,25103.25,1002.76
TXN-000359,2026-02-23,WC-AWAY-M,own_store,625,33,0.0528,gift_duplicate,55801.63,3351.89
TXN-000360,2026-02-23,WC-AWAY-M,wholesale,741,16,0.0216,wrong_size,78811.31,1435.43
TXN-000361,2026-02-23,WC-HOME-W,nike.com,421,24,0.057,wrong_size,37985.55,2233.98
TXN-000362,2026-02-23,WC-HOME-W,retail_partner,594,16,0.0269,gift_duplicate,60856.06,1608.65
TXN-000363,2026-02-23,WC-HOME-W,own_store,383,16,0.0418,gift_duplicate,37202.35,1445.14
TXN-000364,2026-02-23,WC-HOME-W,wholesale,790,27,0.0342,changed_mind,81730.33,2629.68
TXN-000365,2026-02-23,WC-AWAY-W,nike.com,306,8,0.0261,wrong_size,30630.37,792.83
TXN-000366,2026-02-23,WC-AWAY-W,retail_partner,361,14,0.0388,gift_duplicate,35286.4,1340.52
TXN-000367,2026-02-23,WC-AWAY-W,own_store,522,21,0.0402,changed_mind,55638.3,2038.5
TXN-000368,2026-02-23,WC-AWAY-W,wholesale,640,33,0.0516,changed_mind,64886.46,3312.84
TXN-000369,2026-02-24,WC-HOME-M,nike.com,419,14,0.0334,gift_duplicate,45409.22,1310.26
TXN-000370,2026-02-24,WC-HOME-M,retail_partner,663,25,0.0377,changed_mind,58346.85,2219.06
TXN-000371,2026-02-24,WC-HOME-M,own_store,491,21,0.0428,gift_duplicate,44667.2,2259.33
TXN-000372,2026-02-24,WC-HOME-M,wholesale,206,6,0.0291,wrong_size,19101.58,569.57
TXN-000373,2026-02-24,WC-AWAY-M,nike.com,482,27,0.056,gift_duplicate,48315.25,2926.0
TXN-000374,2026-02-24,WC-AWAY-M,retail_partner,358,8,0.0223,changed_mind,34305.14,728.36
TXN-000375,2026-02-24,WC-AWAY-M,own_store,575,31,0.0539,wrong_size,53547.38,3281.15
TXN-000376,2026-02-24,WC-AWAY-M,wholesale,294,12,0.0408,gift_duplicate,31808.86,1249.85
TXN-000377,2026-02-24,WC-HOME-W,nike.com,532,27,0.0508,wrong_size,52530.79,2910.02
TXN-000378,2026-02-24,WC-HOME-W,retail_partner,790,41,0.0519,wrong_size,79865.12,3878.95
TXN-000379,2026-02-24,WC-HOME-W,own_store,790,27,0.0342,wrong_size,85542.13,2574.63
TXN-000380,2026-02-24,WC-HOME-W,wholesale,644,23,0.0357,wrong_size,68995.14,2138.72
TXN-000381,2026-02-24,WC-AWAY-W,nike.com,211,9,0.0427,gift_duplicate,20343.5,852.35
TXN-000382,2026-02-24,WC-AWAY-W,retail_partner,242,7,0.0289,gift_duplicate,22092.36,693.37
TXN-000383,2026-02-24,WC-AWAY-W,own_store,426,11,0.0258,gift_duplicate,44344.35,1063.08
TXN-000384,2026-02-24,WC-AWAY-W,wholesale,656,32,0.0488,gift_duplicate,65012.25,2972.35
TXN-000385,2026-02-25,WC-HOME-M,nike.com,496,25,0.0504,wrong_size,45090.45,2245.4
TXN-000386,2026-02-25,WC-HOME-M,retail_partner,785,39,0.0497,gift_duplicate,75974.03,3505.0
TXN-000387,2026-02-25,WC-HOME-M,own_store,713,26,0.0365,gift_duplicate,64789.06,2365.15
TXN-000388,2026-02-25,WC-HOME-M,wholesale,772,21,0.0272,changed_mind,79013.79,1938.6
TXN-000389,2026-02-25,WC-AWAY-M,nike.com,736,21,0.0285,wrong_size,69079.23,2046.69
TXN-000390,2026-02-25,WC-AWAY-M,retail_partner,789,18,0.0228,gift_duplicate,76610.96,1728.65
TXN-000391,2026-02-25,WC-AWAY-M,own_store,395,12,0.0304,gift_duplicate,40455.51,1259.2
TXN-000392,2026-02-25,WC-AWAY-M,wholesale,373,22,0.059,gift_duplicate,39565.92,2324.55
TXN-000393,2026-02-25,WC-HOME-W,nike.com,349,13,0.0372,wrong_size,32245.18,1250.91
TXN-000394,2026-02-25,WC-HOME-W,retail_partner,287,7,0.0244,wrong_size,26790.61,711.63
TXN-000395,2026-02-25,WC-HOME-W,own_store,351,19,0.0541,changed_mind,30994.05,1962.01
TXN-000396,2026-02-25,WC-HOME-W,wholesale,313,10,0.0319,changed_mind,27700.64,925.98
TXN-000397,2026-02-25,WC-AWAY-W,nike.com,750,21,0.028,gift_duplicate,74633.89,1967.5
TXN-000398,2026-02-25,WC-AWAY-W,retail_partner,694,31,0.0447,wrong_size,71684.35,3183.75
TXN-000399,2026-02-25,WC-AWAY-W,own_store,585,25,0.0427,gift_duplicate,58259.9,2340.5
TXN-000400,2026-02-25,WC-AWAY-W,wholesale,261,8,0.0307,gift_duplicate,26516.35,713.34
TXN-000401,2026-02-26,WC-HOME-M,nike.com,208,4,0.0192,gift_duplicate,19545.52,426.98
TXN-000402,2026-02-26,WC-HOME-M,retail_partner,568,30,0.0528,wrong_size,53639.02,3223.05
TXN-000403,2026-02-26,WC-HOME-M,own_store,595,17,0.0286,changed_mind,59016.79,1761.42
TXN-000404,2026-02-26,WC-HOME-M,wholesale,523,20,0.0382,gift_duplicate,52140.14,1842.02
TXN-000405,2026-02-26,WC-AWAY-M,nike.com,712,41,0.0576,gift_duplicate,77166.35,3627.38
TXN-000406,2026-02-26,WC-AWAY-M,retail_partner,453,25,0.0552,changed_mind,43188.35,2416.37
TXN-000407,2026-02-26,WC-AWAY-M,own_store,360,7,0.0194,gift_duplicate,34467.15,712.29
TXN-000408,2026-02-26,WC-AWAY-M,wholesale,441,26,0.059,gift_duplicate,41484.57,2323.47
TXN-000409,2026-02-26,WC-HOME-W,nike.com,463,25,0.054,wrong_size,50360.98,2722.01
TXN-000410,2026-02-26,WC-HOME-W,retail_partner,430,11,0.0256,changed_mind,44054.57,989.25
TXN-000411,2026-02-26,WC-HOME-W,own_store,591,24,0.0406,gift_duplicate,59971.05,2442.28
TXN-000412,2026-02-26,WC-HOME-W,wholesale,432,15,0.0347,gift_duplicate,39467.73,1640.28
TXN-000413,2026-02-26,WC-AWAY-W,nike.com,537,20,0.0372,wrong_size,49698.63,1820.97
TXN-000414,2026-02-26,WC-AWAY-W,retail_partner,754,35,0.0464,wrong_size,80660.6,3317.93
TXN-000415,2026-02-26,WC-AWAY-W,own_store,736,41,0.0557,changed_mind,80890.14,4488.15
TXN-000416,2026-02-26,WC-AWAY-W,wholesale,348,16,0.046,gift_duplicate,37645.41,1519.76
TXN-000417,2026-02-27,WC-HOME-M,nike.com,770,31,0.0403,gift_duplicate,69765.48,2944.6
TXN-000418,2026-02-27,WC-HOME-M,retail_partner,349,17,0.0487,changed_mind,37469.65,1650.85
TXN-000419,2026-02-27,WC-HOME-M,own_store,621,19,0.0306,gift_duplicate,67405.15,2045.75
TXN-000420,2026-02-27,WC-HOME-M,wholesale,480,12,0.025,wrong_size,43367.51,1104.77
TXN-000421,2026-02-27,WC-AWAY-M,nike.com,473,20,0.0423,gift_duplicate,44026.86,1862.16
TXN-000422,2026-02-27,WC-AWAY-M,retail_partner,226,7,0.031,gift_duplicate,23765.3,636.65
TXN-000423,2026-02-27,WC-AWAY-M,own_store,680,32,0.0471,changed_mind,62592.29,3088.77
TXN-000424,2026-02-27,WC-AWAY-M,wholesale,685,17,0.0248,wrong_size,63689.94,1648.81
TXN-000425,2026-02-27,WC-HOME-W,nike.com,215,12,0.0558,changed_mind,19972.68,1233.23
TXN-000426,2026-02-27,WC-HOME-W,retail_partner,407,20,0.0491,wrong_size,37401.56,2180.07
TXN-000427,2026-02-27,WC-HOME-W,own_store,649,35,0.0539,changed_mind,66933.3,3747.42
TXN-000428,2026-02-27,WC-HOME-W,wholesale,452,16,0.0354,wrong_size,45821.26,1698.16
TXN-000429,2026-02-27,WC-AWAY-W,nike.com,520,18,0.0346,gift_duplicate,52302.93,1796.32
TXN-000430,2026-02-27,WC-AWAY-W,retail_partner,239,9,0.0377,changed_mind,23434.38,965.8
TXN-000431,2026-02-27,WC-AWAY-W,own_store,451,18,0.0399,changed_mind,49449.57,1599.54
TXN-000432,2026-02-27,WC-AWAY-W,wholesale,596,24,0.0403,gift_duplicate,65069.51,2212.24
TXN-000433,2026-02-28,WC-HOME-M,nike.com,650,23,0.0354,changed_mind,68263.58,2168.67
TXN-000434,2026-02-28,WC-HOME-M,retail_partner,370,13,0.0351,gift_duplicate,40040.93,1341.33
TXN-000435,2026-02-28,WC-HOME-M,own_store,345,13,0.0377,gift_duplicate,33788.39,1350.68
TXN-000436,2026-02-28,WC-HOME-M,wholesale,315,8,0.0254,gift_duplicate,34219.25,826.52
TXN-000437,2026-02-28,WC-AWAY-M,nike.com,338,12,0.0355,changed_mind,33096.79,1103.22
TXN-000438,2026-02-28,WC-AWAY-M,retail_partner,406,22,0.0542,wrong_size,37961.74,2270.79
TXN-000439,2026-02-28,WC-AWAY-M,own_store,367,17,0.0463,wrong_size,33032.28,1760.13
TXN-000440,2026-02-28,WC-AWAY-M,wholesale,571,13,0.0228,gift_duplicate,55072.91,1370.25
TXN-000441,2026-02-28,WC-HOME-W,nike.com,723,32,0.0443,wrong_size,69647.26,3083.95
TXN-000442,2026-02-28,WC-HOME-W,retail_partner,374,21,0.0561,gift_duplicate,40081.1,2246.55
TXN-000443,2026-02-28,WC-HOME-W,own_store,366,20,0.0546,wrong_size,38401.25,1782.58
TXN-000444,2026-02-28,WC-HOME-W,wholesale,515,16,0.0311,changed_mind,48591.88,1471.61
TXN-000445,2026-02-28,WC-AWAY-W,nike.com,334,19,0.0569,wrong_size,33966.57,1777.8
TXN-000446,2026-02-28,WC-AWAY-W,retail_partner,669,26,0.0389,changed_mind,66871.25,2291.29
TXN-000447,2026-02-28,WC-AWAY-W,own_store,705,20,0.0284,gift_duplicate,72268.39,1959.64
TXN-000448,2026-02-28,WC-AWAY-W,wholesale,652,15,0.023,gift_duplicate,57470.28,1611.12
TXN-000449,2026-03-01,WC-HOME-M,nike.com,484,21,0.0434,gift_duplicate,51324.65,1943.93
TXN-000450,2026-03-01,WC-HOME-M,retail_partner,389,10,0.0257,gift_duplicate,37218.91,911.98
TXN-000451,2026-03-01,WC-HOME-M,own_store,233,10,0.0429,gift_duplicate,22033.81,1082.48
TXN-000452,2026-03-01,WC-HOME-M,wholesale,250,6,0.024,wrong_size,22887.34,565.54
TXN-000453,2026-03-01,WC-AWAY-M,nike.com,786,40,0.0509,wrong_size,85877.14,4179.41
TXN-000454,2026-03-01,WC-AWAY-M,retail_partner,568,32,0.0563,wrong_size,59587.33,3043.27
TXN-000455,2026-03-01,WC-AWAY-M,own_store,588,31,0.0527,changed_mind,62653.05,2772.28
TXN-000456,2026-03-01,WC-AWAY-M,wholesale,682,17,0.0249,gift_duplicate,72910.56,1619.12
TXN-000457,2026-03-01,WC-HOME-W,nike.com,623,25,0.0401,gift_duplicate,57689.25,2232.0
TXN-000458,2026-03-01,WC-HOME-W,retail_partner,785,38,0.0484,gift_duplicate,78214.91,3417.29
TXN-000459,2026-03-01,WC-HOME-W,own_store,494,18,0.0364,changed_mind,46293.99,1811.76
TXN-000460,2026-03-01,WC-HOME-W,wholesale,562,32,0.0569,gift_duplicate,56412.41,3181.87
TXN-000461,2026-03-01,WC-AWAY-W,nike.com,709,28,0.0395,wrong_size,76175.39,2607.36
TXN-000462,2026-03-01,WC-AWAY-W,retail_partner,497,29,0.0584,wrong_size,45028.48,2848.6
TXN-000463,2026-03-01,WC-AWAY-W,own_store,320,15,0.0469,wrong_size,33788.93,1649.67
TXN-000464,2026-03-01,WC-AWAY-W,wholesale,623,13,0.0209,changed_mind,62505.05,1326.33
TXN-000465,2026-03-02,WC-HOME-M,nike.com,211,9,0.0427,gift_duplicate,19875.31,948.46
TXN-000466,2026-03-02,WC-HOME-M,retail_partner,515,16,0.0311,gift_duplicate,48990.06,1410.16
TXN-000467,2026-03-02,WC-HOME-M,own_store,541,18,0.0333,gift_duplicate,54379.3,1964.2
TXN-000468,2026-03-02,WC-HOME-M,wholesale,379,10,0.0264,changed_mind,41041.97,985.4
TXN-000469,2026-03-02,WC-AWAY-M,nike.com,685,35,0.0511,gift_duplicate,62325.81,3199.65
TXN-000470,2026-03-02,WC-AWAY-M,retail_partner,671,37,0.0551,gift_duplicate,72273.7,3632.45
TXN-000471,2026-03-02,WC-AWAY-M,own_store,623,35,0.0562,wrong_size,66269.96,3310.49
TXN-000472,2026-03-02,WC-AWAY-M,wholesale,523,22,0.0421,wrong_size,48420.27,2267.78
TXN-000473,2026-03-02,WC-HOME-W,nike.com,562,12,0.0214,wrong_size,52923.61,1064.23
TXN-000474,2026-03-02,WC-HOME-W,retail_partner,584,26,0.0445,wrong_size,58727.97,2510.83
TXN-000475,2026-03-02,WC-HOME-W,own_store,319,17,0.0533,changed_mind,33021.56,1613.62
TXN-000476,2026-03-02,WC-HOME-W,wholesale,232,7,0.0302,wrong_size,22952.97,652.6
TXN-000477,2026-03-02,WC-AWAY-W,nike.com,662,35,0.0529,changed_mind,61403.86,3312.79
TXN-000478,2026-03-02,WC-AWAY-W,retail_partner,314,10,0.0318,wrong_size,33004.98,1080.94
TXN-000479,2026-03-02,WC-AWAY-W,own_store,654,26,0.0398,changed_mind,70572.5,2376.13
TXN-000480,2026-03-02,WC-AWAY-W,wholesale,548,31,0.0566,gift_duplicate,58759.49,2939.66
TXN-000481,2026-03-03,WC-HOME-M,nike.com,535,13,0.0243,wrong_size,56756.57,1412.27
TXN-000482,2026-03-03,WC-HOME-M,retail_partner,335,9,0.0269,wrong_size,32865.55,933.31
TXN-000483,2026-03-03,WC-HOME-M,own_store,734,18,0.0245,changed_mind,79647.38,1856.07
TXN-000484,2026-03-03,WC-HOME-M,wholesale,289,9,0.0311,wrong_size,26087.53,943.7
TXN-000485,2026-03-03,WC-AWAY-M,nike.com,519,10,0.0193,changed_mind,52966.4,926.17
TXN-000486,2026-03-03,WC-AWAY-M,retail_partner,405,11,0.0272,changed_mind,40382.58,1155.01
TXN-000487,2026-03-03,WC-AWAY-M,own_store,320,9,0.0281,wrong_size,30086.4,795.02
TXN-000488,2026-03-03,WC-AWAY-M,wholesale,773,31,0.0401,wrong_size,77250.24,3102.67
TXN-000489,2026-03-03,WC-HOME-W,nike.com,477,12,0.0252,gift_duplicate,50413.21,1207.56
TXN-000490,2026-03-03,WC-HOME-W,retail_partner,375,8,0.0213,gift_duplicate,40361.01,799.14
TXN-000491,2026-03-03,WC-HOME-W,own_store,251,6,0.0239,changed_mind,27075.98,534.66
TXN-000492,2026-03-03,WC-HOME-W,wholesale,592,13,0.022,changed_mind,57200.32,1345.54
TXN-000493,2026-03-03,WC-AWAY-W,nike.com,656,29,0.0442,changed_mind,62524.22,2678.42
TXN-000494,2026-03-03,WC-AWAY-W,retail_partner,746,17,0.0228,changed_mind,74966.56,1530.75
TXN-000495,2026-03-03,WC-AWAY-W,own_store,679,16,0.0236,changed_mind,69976.73,1658.0
TXN-000496,2026-03-03,WC-AWAY-W,wholesale,676,26,0.0385,wrong_size,61625.43,2800.34
TXN-000497,2026-03-04,WC-HOME-M,nike.com,464,26,0.056,changed_mind,42703.67,2812.68
TXN-000498,2026-03-04,WC-HOME-M,retail_partner,538,27,0.0502,changed_mind,52709.06,2393.98
TXN-000499,2026-03-04,WC-HOME-M,own_store,686,16,0.0233,changed_mind,67329.06,1468.12
TXN-000500,2026-03-04,WC-HOME-M,wholesale,556,24,0.0432,wrong_size,55141.24,2326.2
TXN-000501,2026-03-04,WC-AWAY-M,nike.com,309,10,0.0324,gift_duplicate,27674.14,946.47
TXN-000502,2026-03-04,WC-AWAY-M,retail_partner,672,24,0.0357,changed_mind,62663.1,2240.67
TXN-000503,2026-03-04,WC-AWAY-M,own_store,362,21,0.058,changed_mind,32382.1,1944.21
TXN-000504,2026-03-04,WC-AWAY-M,wholesale,641,32,0.0499,changed_mind,64406.81,3056.91
TXN-000505,2026-03-04,WC-HOME-W,nike.com,441,11,0.0249,gift_duplicate,39563.73,1193.27
TXN-000506,2026-03-04,WC-HOME-W,retail_partner,787,42,0.0534,wrong_size,79508.71,4123.73
TXN-000507,2026-03-04,WC-HOME-W,own_store,768,18,0.0234,changed_mind,70560.64,1962.53
TXN-000508,2026-03-04,WC-HOME-W,wholesale,271,11,0.0406,gift_duplicate,28701.47,1154.67
TXN-000509,2026-03-04,WC-AWAY-W,nike.com,588,19,0.0323,gift_duplicate,60283.89,1709.84
TXN-000510,2026-03-04,WC-AWAY-W,retail_partner,342,18,0.0526,gift_duplicate,36189.23,1883.8
TXN-000511,2026-03-04,WC-AWAY-W,own_store,352,13,0.0369,changed_mind,33996.03,1309.29
TXN-000512,2026-03-04,WC-AWAY-W,wholesale,400,11,0.0275,changed_mind,37837.67,1160.23
TXN-000513,2026-03-05,WC-HOME-M,nike.com,511,28,0.0548,changed_mind,53037.41,3027.71
TXN-000514,2026-03-05,WC-HOME-M,retail_partner,291,12,0.0412,gift_duplicate,31923.07,1162.71
TXN-000515,2026-03-05,WC-HOME-M,own_store,330,17,0.0515,wrong_size,31720.56,1701.28
